sentence,aspect_category,polarity
The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,LAPTOP#OPERATION_PERFORMANCE,positive
The only time I have restarted is during system updates.,LAPTOP#OPERATION_PERFORMANCE,positive
great machine if you want to drop the cash for one.,LAPTOP#GENERAL,positive
"Ok, this is probably the best laptop series ever devised by Apple.",LAPTOP#GENERAL,positive
The case is carved out of a single block of aluminum.,LAPTOP#QUALITY,positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",CPU#OPERATION_PERFORMANCE,positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",OS#OPERATION_PERFORMANCE,positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",GRAPHICS#DESIGN_FEATURES,positive
I have recommended this laptop to everyone I know who is buying one.,LAPTOP#GENERAL,positive
"I like it so much, I bought another just for my wife.",LAPTOP#GENERAL,positive
Took it back as it was defective.,LAPTOP#QUALITY,negative
Page just disapeared after you got yahoo or downloaded something.,LAPTOP#OPERATION_PERFORMANCE,negative
Couldn't keep a page up you were working on!,LAPTOP#OPERATION_PERFORMANCE,negative
was a great deal i will give that.,LAPTOP#PRICE,positive
the laptop preformed pretty well.,LAPTOP#OPERATION_PERFORMANCE,neutral
it cant fuction well with lots of webpages open at once.,LAPTOP#OPERATION_PERFORMANCE,negative
it has times were it freezes for 10 seconds and then starts again.,LAPTOP#OPERATION_PERFORMANCE,negative
"the mouse on the pad, the left button always sticks.",MOUSE#OPERATION_PERFORMANCE,negative
the mouse is way way way to sensitve.,MOUSE#OPERATION_PERFORMANCE,negative
i tried turning it done but it did nothing.,MOUSE#OPERATION_PERFORMANCE,negative
the mouse jumps around all the time and it clicks stuff i dont want it too.,MOUSE#OPERATION_PERFORMANCE,negative
the mouse jumps around all the time and it clicks stuff i dont want it too.,MOUSE#USABILITY,negative
its not bad just VERY VERY annoying.,MOUSE#GENERAL,negative
think i would spend little extra to get a better made laptop.,LAPTOP#QUALITY,negative
I am very happy with this laptop.,LAPTOP#GENERAL,positive
For the price and what I get out of it has exceeded my expectations.,LAPTOP#PRICE,neutral
For the price and what I get out of it has exceeded my expectations.,LAPTOP#GENERAL,positive
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,LAPTOP#OPERATION_PERFORMANCE,positive
Amazing Quality!,LAPTOP#QUALITY,positive
Plus stylish.,LAPTOP#DESIGN_FEATURES,positive
"The big screen allows you to enjoy watching movies , pictures and etc!",DISPLAY#DESIGN_FEATURES,positive
"The flaws are, this computer is not for computer gamers because of the OS X.",LAPTOP#MISCELLANEOUS,negative
"The flaws are, this computer is not for computer gamers because of the OS X.",OS#MISCELLANEOUS,negative
Mac is not made for gaming.,LAPTOP#MISCELLANEOUS,negative
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,SOFTWARE#MISCELLANEOUS,positive
"Second, it gets scratches easily and when it gets old some thing may operated",LAPTOP#QUALITY,negative
"Second, it gets scratches easily and when it gets old some thing may operated",LAPTOP#OPERATION_PERFORMANCE,negative
Was not happy with one of the programs on it.,SOFTWARE#GENERAL,negative
"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.",SOFTWARE#MISCELLANEOUS,negative
"Also, the extended warranty was a problem.",WARRANTY#GENERAL,negative
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,WARRANTY#GENERAL,negative
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#USABILITY,positive
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",DISPLAY#GENERAL,positive
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",LAPTOP#GENERAL,positive
I finally decided on this laptop because it was the right price for what I need it.,LAPTOP#PRICE,positive
I finally decided on this laptop because it was the right price for what I need it.,LAPTOP#GENERAL,positive
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",LAPTOP#DESIGN_FEATURES,negative
So I'm disappointed in that because communicating with my relatives out of the area is a priority.,LAPTOP#DESIGN_FEATURES,negative
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,COMPANY#GENERAL,neutral
I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,LAPTOP#GENERAL,negative
The Internet Explorer was very slow from the very beginning.,SOFTWARE#OPERATION_PERFORMANCE,negative
"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",SOFTWARE#OPERATION_PERFORMANCE,negative
I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,SOFTWARE#OPERATION_PERFORMANCE,negative
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",SOFTWARE#OPERATION_PERFORMANCE,negative
"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost.",LAPTOP#OPERATION_PERFORMANCE,negative
Another issue I have with it is the battery.,BATTERY#OPERATION_PERFORMANCE,negative
Maybe three or four months ago it started blinking all of the sudden.,BATTERY#OPERATION_PERFORMANCE,negative
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",BATTERY#OPERATION_PERFORMANCE,negative
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",BATTERY#QUALITY,negative
"It is not even a year old yet, so I would definitely not recommend it to anyone.",LAPTOP#QUALITY,negative
"It is not even a year old yet, so I would definitely not recommend it to anyone.",LAPTOP#GENERAL,negative
Don't waste your money!,LAPTOP#GENERAL,negative
The laptop is gorgeous.,LAPTOP#GENERAL,positive
"It is sleek, smooth, and lightweight.",LAPTOP#DESIGN_FEATURES,positive
"It is sleek, smooth, and lightweight.",LAPTOP#OPERATION_PERFORMANCE,positive
It is easily portable and I take it everywhere I go and might require internet access.,LAPTOP#PORTABILITY,positive
The screen is very large and crystal clear with amazing colors and resolution.,DISPLAY#DESIGN_FEATURES,positive
The screen is very large and crystal clear with amazing colors and resolution.,DISPLAY#QUALITY,positive
The processor is very quick and effective as I load webpages and applications.,CPU#OPERATION_PERFORMANCE,positive
It is quiet and a real joy to watch work.,LAPTOP#QUALITY,positive
It is quiet and a real joy to watch work.,LAPTOP#OPERATION_PERFORMANCE,positive
I love it and will probably get another one when this goes to the Laptop in the sky!!,LAPTOP#GENERAL,positive
Overall this laptop is great.,LAPTOP#GENERAL,positive
"It has plenty of memory, lots of hard drive, and great graphics.",MEMORY#DESIGN_FEATURES,positive
"It has plenty of memory, lots of hard drive, and great graphics.",HARD_DISC#DESIGN_FEATURES,positive
"It has plenty of memory, lots of hard drive, and great graphics.",GRAPHICS#GENERAL,positive
It runs very quiet too which is a plus.,LAPTOP#QUALITY,positive
The only bad thing about it is they give you the worst batteries possible.,BATTERY#OPERATION_PERFORMANCE,negative
They only stay charged a little over an hour.,BATTERY#OPERATION_PERFORMANCE,negative
"Laptops are usually used on the go, so why not give you a better battery?",BATTERY#OPERATION_PERFORMANCE,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#OPERATION_PERFORMANCE,negative
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,LAPTOP#DESIGN_FEATURES,negative
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,LAPTOP#CONNECTIVITY,negative
It is a cheap throw together.,LAPTOP#QUALITY,negative
Save your money and go for a better device.,LAPTOP#GENERAL,negative
This laptop is a great price and has a sleek look.,LAPTOP#PRICE,positive
This laptop is a great price and has a sleek look.,LAPTOP#DESIGN_FEATURES,positive
Runs smooth and quick.,LAPTOP#OPERATION_PERFORMANCE,positive
"I wish it had a webcam though, then it would be perfect!",LAPTOP#DESIGN_FEATURES,negative
"I wish it had a webcam though, then it would be perfect!",LAPTOP#GENERAL,positive
I Love my new computer!,LAPTOP#GENERAL,positive
Its fast and another thing I like is that it has three USB ports.,LAPTOP#OPERATION_PERFORMANCE,positive
Its fast and another thing I like is that it has three USB ports.,LAPTOP#DESIGN_FEATURES,positive
I love to write and play with graphics and html programming and my new Toshiba works great on both!,LAPTOP#MISCELLANEOUS,positive
Thank you for your great product!,LAPTOP#GENERAL,positive
Thank you for your great product!,COMPANY#GENERAL,positive
Everything about this computer is easy to use.,LAPTOP#USABILITY,positive
wonderful features.,LAPTOP#DESIGN_FEATURES,positive
The only thing is that the battery won't last more than 1/2 an hour.,BATTERY#OPERATION_PERFORMANCE,negative
It discharges too quickly.,BATTERY#OPERATION_PERFORMANCE,negative
"Kind of annoying, but I still love the laptop.",LAPTOP#GENERAL,positive
It has good speed and plenty of hard drive space.,LAPTOP#OPERATION_PERFORMANCE,positive
It has good speed and plenty of hard drive space.,HARD_DISC#DESIGN_FEATURES,positive
The only downfall is the volume control.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
The wheel that turns the volume up and down doesn't work in real time.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
I have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
I have to keep turning it until it decides to lower and there is no mute.,MULTIMEDIA_DEVICES#USABILITY,negative
