sentence Id,sentence,aspect_term,polarity
1516,"Obama speaks to doctors on reform - US President barack obama speaks to a group of doctors at the White House , as p ...",['barack obama'],['neutral']
1517,best harry potter moment ever was when that nosy fleabag journalist got caught in that jar < - no argument,['harry potter'],['negative']
1518,"believe it or not , google wave has already proven to be sort of useful between team members",['google wave'],['positive']
1519,ooc : I keep expecting him to tap me on the should like '' harry potter ... prepare to dieeee '',['harry potter'],['neutral']
1520,"Sen. John McCain demurred once again when asked to divine the kind of candidate for president sarah palin , could be in 2012 .",['sarah palin'],['neutral']
1521,your dad has good taste ! my dad did exactly the same thing when he tried the wii . : -RRB-,['wii'],['negative']
1522,"... if youve ever been to heaven , this is twice as nice ... < - love britney spears : p",['britney spears'],['positive']
1523,debateing getting persona 4 or persona psp ... is the one on psp like the persona 4 ? cus 4 looks like fun .,['psp'],['neutral']
1524,new post on gossip queen : britney spears mit fieser cellulite und superkurzen shorts ! - - to.de / 7523 /,['britney spears'],['neutral']
1525,Most of them sound like harry potter spells too me : P,['harry potter'],['negative']
1526,breeloveskle I rock with the lakers all day everyday !!!,['lakers'],['positive']
1527,": im in total envy of you . i want it to be harry potter day at north . but no , we didnt have a classy homecoming theme like you all .",['harry potter'],['neutral']
1528,finally rehack my psp . just had to lose ability to go online . and remote play . sigh,['psp'],['neutral']
1529,Friend : '' how old is justin bieber ? '' Me : * 2 hours later * '' ... and that is why he is claustrophobic ! '' itsabelieberthing,['justin bieber'],['negative']
1530,3 by britney spears . awesome song ... but what is she saying ?,['britney spears'],['positive']
1531,ahahahah crazy ginger . lindsay lohan avoids jail ; probation extended another year,['lindsay lohan'],['neutral']
1532,what does this have to do with the pitiful performance of your hero george bush ?,['george bush'],['neutral']
1533,"britney spears : ITS BRITNEY , BITCH The princess of pop is back - Entertainment Weekly .",['britney spears'],['negative']
1534,"lindsay lohan news lindsay lohan is above the law : in july of 2007 , lindsay lohan was charged . .",['lindsay lohan'],['positive']
1535,"i was just watching a video whee a guy was smashing his ipod nano 4thgen with a hammer . he could n't do it at first , but managed to smash it .",['ipod'],['neutral']
1536,"well my real name is brittani , and when i was in second grade my friends would call me britney spears . i find it offending .",['britney spears'],['neutral']
1537,Yo it would be fucked up if Obama when back in the white house and ashton kutcher and Osama came out like '' you '' have just been punk 'd bitch !! '',['ashton kutcher'],['negative']
1538,"my favorite singer -LRB- britney spears -RRB- ' s single '' 3 '' hits number one of itunes chart . i 'm glad to hear that . love , love her so much .",['britney spears'],['positive']
1539,What do mac have against hyphens ? Did one abuse steve jobs as a child,['steve jobs'],['neutral']
1540,barack obama acting as Hugo Cavez Trying to Quieting the Media that Exposes His bad Policies & asked the tough Questions !,['barack obama'],['neutral']
1541,"watched harry potter . scared the fuck out me . damn you , snakes . LOL",['harry potter'],['negative']
1542,i 'm actually reading makers -LRB- ! -RRB- it 's pretty good but i need a kindle .,['kindle'],['positive']
1543,"review : dj hero -LRB- box 360 , ps3 , wii -RRB- -- wingdamage.com",['wii'],['neutral']
1544,aww lindsay lohan ' s the is n't even classy enough for oprah ?!?,['lindsay lohan'],['neutral']
1545,britney spears is an anagram for presbyterians . ca n't tell if this is god 's sense of humor or evidence of the fall .,['britney spears'],['negative']
1546,britney spears wan na go * -- * britneyspears amazing !!!,['britney spears'],['positive']
1547,xbox live : oo zylon oo is currently online . playing call of duty 4 . playing search and destroy on crossfire . -LRB- xbox live nation -RRB-,['xbox'],['neutral']
1548,found a good article on AARP web site about steve jobs and life long learning :,['steve jobs'],['neutral']
1549,Soundsickness : selena gomez Laughs Off Calling Justin Bieber Her ' Little Brother ' . .,['selena gomez'],['negative']
1550,"I mean , Selena 's cool and all , but I think katy perry should win Best Female Singer .",['katy perry'],['positive']
1551,Attention rest of the world : we get it . You did n't like Bush . You can stop giving barack obama awards for no reason now .,['barack obama'],['neutral']
1552,and as bad as i wan na do a 4 year im really thinking to just take me some psp classes at a community college,['psp'],['neutral']
1553,off top ! lmao sum like that . . but i got some micheal jackson for his sucka ass . . lol we are banging dow foe my thang . .,['micheal jackson'],['negative']
1554,harry potter 7 in max was flipping awesome !,['harry potter'],['positive']
1555,mandy moore Raises Awareness for World Malaria Day : Doing their part to help to raise aware ... . .,['mandy moore'],['neutral']
1556,lakers win kilobite with 7 points . Time to get faded fuck with me at pat o 's 3peat,['lakers'],['neutral']
1557,Time for Saleh To Go ? : Nowhere has the obama administration been more reluctant to embrace the revolutions sweep ... .,['obama'],['negative']
1558,Every girl deserves the romance described in taylor swift 's songs .,['taylor swift'],['positive']
1559,"i doubt i 'm famous enough for this to work , but does anyone have a google wave invite they would n't mind parting with ?",['google wave'],['neutral']
1560,madonna is amazing guys ! Revolver,['madonna'],['neutral']
1561,"kidnap checklist : black gloves , duct tape , black hood , water , cup cakes , sarah palin mask , video camera lol we 're nearby ! Lol",['sarah palin'],['negative']
1562,der_vt only goes on her computer like once or twice a day . we are trying to convince her to get an iphone like us !!,['iphone'],['positive']
1563,fstop23 I hate my iPhone-I realized this . Do I down grade phone and buy ipad or buy new phone ? Hnmmm,['ipad'],['neutral']
1564,"So jealous of the martha stewart audience today !! A Dremel and a couple hundred dollars worth of martha stewart brand gear , gahhh",['martha stewart'],['neutral']
1565,"Lawmakers , Executives Slam obama for Boosting Brazil 's Offshore Drilling - FoxNews.com >> > . >> > oilandgas drillnow",['obama'],['negative']
1566,bieber teambieber justin bieber Pranks Willow Smith On Stage | Disney Dreaming : justin bieber too ... . bieberfever,['justin bieber'],['positive']
1567,Grown accustomed 2 onewildeknight 's charmingly esoteric customs . I wear her marks . He has corseted madonna & Fergy . transtuesday,['madonna'],['neutral']
1568,i like the click effect on the windows 7 task bar that looks exactly like the effect caused by jamming your thumb into an lcd display ...,['windows 7'],['neutral']
1569,Lmao stfu ! I 'm done though blood ! Lol RT afRaaadisiac : fuck you RT kwaneequa : Fuck the lakers ! Just thought I should add that !,['lakers'],['negative']
1570,i so need to hear britney spears right now ... i am feeling tick because i want to hear it so bad,['britney spears'],['positive']
1571,nicolas cage sues former business manager for financial ruin,['nicolas cage'],['neutral']
1572,The problem with harry potter | Arts diary,['harry potter'],['neutral']
1573,HaanaSnow no . google translate would fuck it up . XDD,['google'],['negative']
1574,"congratulations b , you deserve this and much more !!!! britney spears 4ever !!!!!!!!!",['britney spears'],['positive']
1575,Quinnipiac Univ national poll : American voters oppose 47 - 40 percent President barack obama ' is health care reform plan,['barack obama'],['neutral']
1576,nicolas cage getting cast in a voice role is the oddest thing ever to me ... why would anyone want a voice that ... '' unique '' in a cgi film ?,['nicolas cage'],['neutral']
1577,nicolas cage gets freaky in bad lieutenant exclusive clip,['nicolas cage'],['negative']
1578,is pretty high now after finishing 2 bottles of wine.im talking shizzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz . and britney spears sounds awesome,['britney spears'],['positive']
1579,nicholas cage hates uncle sam : the irs has placed a tax lien on nicolas cage ' s real estate holdings ... .,['nicolas cage'],['neutral']
1580,Robert Pattinson To Play Prince Harry ? : The Twilight star will apparently battle it out with harry potter man R . .,['harry potter'],['neutral']
1581,ain nobody think about no damn kim kardashian lol least i ain stunt that ass,['kim kardashian'],['negative']
1582,"anyone who hasnt seen the perez hilton and Cher Lloyd interview watch it ! its hilarious , ive seen it about 4 times and it never gets old < 3",['perez hilton'],['positive']
1583,ew ! gag - no way is like the exact same as quicksand - britney spears : s ?,['britney spears'],['neutral']
1584,Yo Anthony saw you on jimmy fallon have always thought you were great huge fan hope this helps you win brother,['jimmy fallon'],['neutral']
1585,Is Lindsey Graham looking more and more like a RINO ? What do you think ? Sen john mccain in AZ looks like one too ! Could they be family ?,['john mccain'],['negative']
1586,today I officially love my ipad .,['ipad'],['positive']
1587,A Sky News reporter asks if Obama got the Nobel price for making peace with hillary clinton ... I think that even this he do n't deserve,['hillary clinton'],['neutral']
1588,operation flashpoint 2 : dragon rising -LRB- xbox 360 -RRB- - operation flashpoint 2 will mark the long-awaited return of the t ...,['xbox'],['neutral']
1589,Sister madonna Buder made the time cut on the swim ironman . She 's 79yrs old and on the bike-she 's finished 36 roman -LRB- via roadbikeaction -RRB-,['madonna'],['negative']
1590,are you on google wave ? i 'd love an invite ! please !,['google wave'],['positive']
1591,RT xgagamazingx : Wishes lady gaga and Adam lambert would do a song : -RRB-,['lady gaga'],['neutral']
1592,Favorite Juan quote ever : '' You know sometimes it sounds like a church in here ... '' - everyone pauses and hears madonna singing next door -,['madonna'],['neutral']
1593,"can i dress up as lindsay lohan for halloween ? how cool would that be ? a 26 inch weave , black leather jacket , black leggings & a fake cigarette .",['lindsay lohan'],['negative']
1594,fuck yeah i love lindsay lohan,['lindsay lohan'],['positive']
